Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Meteorological,Extreme temperature,Severe winter conditions,CAN,Canada,Northern America,Americas,,,2013,10
Meteorological,Extreme temperature,Severe winter conditions,USA,United States of America,Northern America,Americas,,,2013,19
Meteorological,Storm,Extra-tropical storm,BEL,Belgium,Western Europe,Europe,,,2013,
Meteorological,Storm,Extra-tropical storm,CHE,Switzerland,Western Europe,Europe,,,2013,
Meteorological,Storm,Extra-tropical storm,ESP,Spain,Southern Europe,Europe,,,2013,
Meteorological,Storm,Extra-tropical storm,FRA,France,Western Europe,Europe,,,2013,1
Meteorological,Storm,Extra-tropical storm,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,2013,5
Meteorological,Storm,Extra-tropical storm,NLD,Netherlands (Kingdom of the),Western Europe,Europe,,,2013,
Meteorological,Storm,Extra-tropical storm,PRT,Portugal,Southern Europe,Europe,,,2013,
Hydrological,Flood,Riverine flood,DOM,Dominican Republic,Latin America and the Caribbean,Americas,,,2013,
Hydrological,Flood,Riverine flood,LCA,Saint Lucia,Latin America and the Caribbean,Americas,,,2013,6
Hydrological,Flood,Riverine flood,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,13.9188,-60.99,2013,12
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,7.2182,100.39,2013,23
Hydrological,Flood,Riverine flood,NER,Niger,Sub-Saharan Africa,Africa,15.0103,13.2,2013,
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,Asia,3.58444,102.36,2013,4
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,4.48013,97.29,2013,
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,Asia,3.17,98.392,2013,
Geophysical,Volcanic activity,Ash fall,SLV,El Salvador,Latin America and the Caribbean,Americas,,,2013,
Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,2013,74
Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,,,2013,14
Hydrological,Flood,Riverine flood,LBY,Libya,Northern Africa,Africa,,,2013,16
Meteorological,Storm,Hail,DEU,Germany,Western Europe,Europe,,,2013,
Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Americas,,,2013,2
Meteorological,Extreme temperature,Heat wave,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,2013,760
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2013,20
Meteorological,Storm,Lightning/Thunderstorms,ARG,Argentina,Latin America and the Caribbean,Americas,,,2013,4
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,-18.9538,-41.94,2013,64
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,2013,4
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,2013,
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,31.066,110.412,2013,
Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,37.5597,-86.79,2013,5
Biological,Epidemic,Viral disease,MDG,Madagascar,Sub-Saharan Africa,Africa,,,2013,113
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,2013,3
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,23.828,121.215,2013,1
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,25.953,99.782,2013,
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,Asia,,,2013,11
Meteorological,Storm,Lightning/Thunderstorms,CHN,China,Eastern Asia,Asia,,,2013,12
Meteorological,Extreme temperature,Severe winter conditions,ARM,Armenia,Western Asia,Asia,,,2013,
Biological,Epidemic,Viral disease,GIN,Guinea,Sub-Saharan Africa,Africa,,,2013,
Biological,Epidemic,Viral disease,UGA,Uganda,Sub-Saharan Africa,Africa,,,2013,19
Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,53.2732,-1.51,2013,2
Biological,Epidemic,Bacterial disease,NAM,Namibia,Sub-Saharan Africa,Africa,,,2013,17
Hydrological,Flood,Flash flood,NPL,Nepal,Southern Asia,Asia,,,2013,119
Hydrological,Flood,Riverine flood,PER,Peru,Latin America and the Caribbean,Americas,,,2013,1
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2013,1
Meteorological,Storm,Lightning/Thunderstorms,CAN,Canada,Northern America,Americas,,,2013,
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,40.253,78.944,2013,
Meteorological,Extreme temperature,Heat wave,CHN,China,Eastern Asia,Asia,,,2013,40
Climatological,Drought,Drought,CHN,China,Eastern Asia,Asia,,,2013,
Climatological,Drought,Drought,NAM,Namibia,Sub-Saharan Africa,Africa,,,2013,
Climatological,Drought,Drought,MHL,Marshall Islands,Micronesia,Oceania,,,2013,
Climatological,Drought,Drought,PAN,Panama,Latin America and the Caribbean,Americas,,,2013,
Climatological,Drought,Drought,NZL,New Zealand,Australia and New Zealand,Oceania,,,2013,
Climatological,Drought,Drought,ECU,Ecuador,Latin America and the Caribbean,Americas,,,2013,
Climatological,Drought,Drought,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,2013,
Climatological,Drought,Drought,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,,,2013,
Climatological,Drought,Drought,PRY,Paraguay,Latin America and the Caribbean,Americas,,,2013,
Meteorological,Storm,Tropical cyclone,TON,Tonga,Polynesia,Oceania,,,2014,1
Hydrological,Flood,Flash flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,2014,20
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,2014,2
Hydrological,Flood,Riverine flood,HND,Honduras,Latin America and the Caribbean,Americas,,,2014,
Meteorological,Storm,Storm (General),ESP,Spain,Southern Europe,Europe,,,2014,3
Meteorological,Storm,Storm (General),FRA,France,Western Europe,Europe,,,2014,2
Meteorological,Storm,Storm (General),MAR,Morocco,Northern Africa,Africa,,,2014,
Meteorological,Storm,Storm (General),PRT,Portugal,Southern Europe,Europe,,,2014,
Meteorological,Extreme temperature,Cold wave,CAN,Canada,Northern America,Americas,,,2014,
Meteorological,Extreme temperature,Cold wave,USA,United States of America,Northern America,Americas,,,2014,21
Meteorological,Extreme temperature,Heat wave,AUS,Australia,Australia and New Zealand,Oceania,,,2014,139
Meteorological,Storm,Tropical cyclone,REU,Réunion,Sub-Saharan Africa,Africa,,,2014,1
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,2014,20
Hydrological,Flood,Riverine flood,COL,Colombia,Latin America and the Caribbean,Americas,,,2014,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,2014,79
Hydrological,Mass movement (wet),Landslide (wet),ARG,Argentina,Latin America and the Caribbean,Americas,,,2014,24
Hydrological,Flood,Flash flood,ITA,Italy,Southern Europe,Europe,43.9958,7.1,2014,2
Hydrological,Flood,Riverine flood,FRA,France,Western Europe,Europe,43.9958,7.1,2014,4
Hydrological,Mass movement (wet),Landslide (wet),COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,2014,11
Meteorological,Extreme temperature,Severe winter conditions,BLR,Belarus,Eastern Europe,Europe,,,2014,2
Meteorological,Extreme temperature,Cold wave,POL,Poland,Eastern Europe,Europe,,,2014,78
Meteorological,Extreme temperature,Cold wave,ROU,Romania,Eastern Europe,Europe,,,2014,13
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,Asia,,,2014,19
Hydrological,Mass movement (wet),Landslide (wet),BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,-13.3888,-64.01,2014,74
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,2014,
Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,2014,
Hydrological,Flood,Riverine flood,PER,Peru,Latin America and the Caribbean,Americas,,,2014,
Hydrological,Flood,Flash flood,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,2014,3
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,Asia,3.17,98.392,2014,32
Hydrological,Flood,Riverine flood,ITA,Italy,Southern Europe,Europe,,,2014,4
Meteorological,Extreme temperature,Severe winter conditions,SVN,Slovenia,Southern Europe,Europe,,,2014,1
Meteorological,Extreme temperature,Cold wave,IND,India,Southern Asia,Asia,,,2014,24
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2014,9
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,38.2082,20.4528,2014,
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2014,16
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2014,13
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,27.1502,54.4482,2014,1
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,2014,6
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,-6.6324,107.71,2014,32
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,2014,11
Hydrological,Flood,Riverine flood,SYC,Seychelles,Sub-Saharan Africa,Africa,,,2014,
Meteorological,Storm,Blizzard/Winter storm,JPN,Japan,Eastern Asia,Asia,,,2014,37
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,2014,
Hydrological,Flood,Flash flood,BDI,Burundi,Sub-Saharan Africa,Africa,-4.14041,29.65,2014,96
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,Asia,-7.93,112.308,2014,7
Biological,Epidemic,Viral disease,TLS,Timor-Leste,South-eastern Asia,Asia,,,2014,2
Hydrological,Flood,Flash flood,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,,,2014,3
Meteorological,Storm,Extra-tropical storm,FRA,France,Western Europe,Europe,,,2014,
Meteorological,Storm,Extra-tropical storm,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,2014,5
Meteorological,Storm,Extra-tropical storm,IRL,Ireland,Northern Europe,Europe,,,2014,1
Meteorological,Storm,Extra-tropical storm,PRT,Portugal,Southern Europe,Europe,,,2014,1
Meteorological,Storm,Blizzard/Winter storm,JPN,Japan,Eastern Asia,Asia,,,2014,24
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2014,25
Meteorological,Storm,Blizzard/Winter storm,KOR,Republic of Korea,Eastern Asia,Asia,,,2014,10
Meteorological,Extreme temperature,Severe winter conditions,SRB,Serbia,Southern Europe,Europe,,,2014,
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,2014,13
Meteorological,Storm,Blizzard/Winter storm,AFG,Afghanistan,Southern Asia,Asia,,,2014,63
Meteorological,Storm,Blizzard/Winter storm,KGZ,Kyrgyzstan,Central Asia,Asia,,,2014,
Meteorological,Storm,Blizzard/Winter storm,CHN,China,Eastern Asia,Asia,,,2014,10
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,35.9053,82.5864,2014,
Meteorological,Extreme temperature,Cold wave,THA,Thailand,South-eastern Asia,Asia,,,2014,63
Biological,Epidemic,Viral disease,GIN,Guinea,Sub-Saharan Africa,Africa,,,2014,2544
Biological,Epidemic,Viral disease,GMB,Gambia,Sub-Saharan Africa,Africa,,,2014,
Biological,Epidemic,Viral disease,LBR,Liberia,Sub-Saharan Africa,Africa,,,2014,4810
Biological,Epidemic,Viral disease,MLI,Mali,Sub-Saharan Africa,Africa,,,2014,6
Biological,Epidemic,Viral disease,NGA,Nigeria,Sub-Saharan Africa,Africa,,,2014,8
Biological,Epidemic,Viral disease,SEN,Senegal,Sub-Saharan Africa,Africa,,,2014,
Biological,Epidemic,Viral disease,SLE,Sierra Leone,Sub-Saharan Africa,Africa,,,2014,3956
Hydrological,Flood,Flash flood,SLB,Solomon Islands,Melanesia,Oceania,-9.678,160.34,2014,47
Meteorological,Storm,Tropical cyclone,COM,Comoros,Sub-Saharan Africa,Africa,,,2014,
Meteorological,Storm,Tropical cyclone,MDG,Madagascar,Sub-Saharan Africa,Africa,,,2014,17
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-19.61,-70.769,2014,6
Hydrological,Mass movement (wet),Landslide (wet),USA,United States of America,Northern America,Americas,,,2014,43
Meteorological,Storm,Tropical cyclone,VUT,Vanuatu,Melanesia,Oceania,,,2014,12
Hydrological,Flood,Coastal flood,KIR,Kiribati,Micronesia,Oceania,,,2014,
Hydrological,Flood,Coastal flood,MHL,Marshall Islands,Micronesia,Oceania,7.30951,168.73,2014,
Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,-21.5153,25.61,2014,32
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2014,12
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,2014,
Meteorological,Storm,Blizzard/Winter storm,IND,India,Southern Asia,Asia,,,2014,17
Meteorological,Storm,Blizzard/Winter storm,CHN,China,Eastern Asia,Asia,,,2014,1
Meteorological,Storm,Lightning/Thunderstorms,CHN,China,Eastern Asia,Asia,,,2014,21
Geophysical,Earthquake,Ground movement,NIC,Nicaragua,Latin America and the Caribbean,Americas,11.642,-85.8779,2014,2
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",CHL,Chile,Latin America and the Caribbean,Americas,,,2014,12
Hydrological,Flood,Riverine flood,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,7.19301,38.97,2014,28
Hydrological,Flood,Flash flood,TJK,Tajikistan,Central Asia,Asia,,,2014,20
Hydrological,Flood,Flash flood,KAZ,Kazakhstan,Central Asia,Asia,48.4049,65.59,2014,5
Hydrological,Mass movement (wet),Avalanche (wet),NPL,Nepal,Southern Asia,Asia,,,2014,16
Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Americas,,,2014,40
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,17.397,-100.9723,2014,
Hydrological,Flood,Riverine flood,BGR,Bulgaria,Eastern Europe,Europe,44.0617,24.49,2014,
Hydrological,Flood,Riverine flood,BIH,Bosnia and Herzegovina,Southern Europe,Europe,,,2014,
Hydrological,Flood,Riverine flood,ROU,Romania,Eastern Europe,Europe,44.0617,24.49,2014,
Hydrological,Flood,Riverine flood,SRB,Serbia,Southern Europe,Europe,44.0617,24.49,2014,
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,28.174,103.619,2014,
Meteorological,Storm,Lightning/Thunderstorms,CHN,China,Eastern Asia,Asia,,,2014,3
Meteorological,Storm,Severe weather,CHN,China,Eastern Asia,Asia,,,2014,9
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,Asia,35.834,66.43,2014,431
Meteorological,Storm,Storm (General),BGD,Bangladesh,Southern Asia,Asia,,,2014,16
Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,-38.3652,-70.3,2014,
Hydrological,Flood,Riverine flood,PRY,Paraguay,Latin America and the Caribbean,Americas,-25.2205,-57.58,2014,
Geophysical,Earthquake,Ground movement,THA,Thailand,South-eastern Asia,Asia,19.6557,99.6696,2014,1
Hydrological,Flood,Riverine flood,BIH,Bosnia and Herzegovina,Southern Europe,Europe,,,2014,25
Hydrological,Flood,Riverine flood,HRV,Croatia,Southern Europe,Europe,,,2014,3
Hydrological,Flood,Riverine flood,SRB,Serbia,Southern Europe,Europe,,,2014,51
Climatological,Wildfire,Forest fire,USA,United States of America,Northern America,Americas,,,2014,2
Hydrological,Flood,Flood (General),IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,2014,37
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,24.974,97.844,2014,
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,40.2893,25.3889,2014,3
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.2893,25.3889,2014,
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,24.9997,97.845,2014,
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,2014,37
Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,Asia,,,2014,27
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,Asia,,,2014,15
Meteorological,Storm,Tropical cyclone,GTM,Guatemala,Latin America and the Caribbean,Americas,,,2014,5
Meteorological,Storm,Tropical cyclone,MEX,Mexico,Latin America and the Caribbean,Americas,,,2014,
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,Asia,,,2014,81
Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,,,2014,
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,2014,11
Hydrological,Flood,Riverine flood,PRY,Paraguay,Latin America and the Caribbean,Americas,,,2014,
Biological,Epidemic,Bacterial disease,SSD,South Sudan,Sub-Saharan Africa,Africa,,,2014,22
Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,Americas,,,2014,
Hydrological,Flood,Riverine flood,RUS,Russian Federation,Eastern Europe,Europe,,,2014,6
Biological,Epidemic,Viral disease,HTI,Haiti,Latin America and the Caribbean,Americas,,,2014,
Hydrological,Flood,Flash flood,TJK,Tajikistan,Central Asia,Asia,,,2014,
Meteorological,Storm,Lightning/Thunderstorms,BEL,Belgium,Western Europe,Europe,,,2014,
Meteorological,Storm,Lightning/Thunderstorms,DEU,Germany,Western Europe,Europe,,,2014,6
Meteorological,Storm,Lightning/Thunderstorms,FRA,France,Western Europe,Europe,,,2014,
Hydrological,Flood,Riverine flood,BGR,Bulgaria,Eastern Europe,Europe,,,2014,15
Hydrological,Flood,Riverine flood,NGA,Nigeria,Sub-Saharan Africa,Africa,,,2014,15
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,2014,33
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,2014,
Meteorological,Storm,Lightning/Thunderstorms,CHN,China,Eastern Asia,Asia,,,2014,11
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,2014,24
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,2014,24
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,2014,27
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,2014,71
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,2014,111
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,2014,27
Geophysical,Earthquake,Ground movement,GTM,Guatemala,Latin America and the Caribbean,Americas,14.724,-92.4614,2014,1
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,14.724,-92.4614,2014,3
Biological,Epidemic,Bacterial disease,SSD,South Sudan,Sub-Saharan Africa,Africa,,,2014,127
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,2014,7
Hydrological,Flood,Riverine flood,CIV,Côte d’Ivoire,Sub-Saharan Africa,Africa,,,2014,23
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,2014,14
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,2014,2
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,2014,
Meteorological,Storm,Storm (General),BGD,Bangladesh,Southern Asia,Asia,,,2014,4
Hydrological,Flood,Flash flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,2014,10
Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,Asia,,,2014,16
Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,,,2014,
Hydrological,Flood,Flash flood,ITA,Italy,Southern Europe,Europe,,,2014,3
Geophysical,Earthquake,Ground movement,COM,Comoros,Sub-Saharan Africa,Africa,-12.228,44.3,2014,
Hydrological,Flood,Flash flood,KHM,Cambodia,South-eastern Asia,Asia,,,2014,45
Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,Americas,,,2014,
